температура,давление,плотность,вязкость,содержание серы,точка возгорания,обводненность,содержание соли,индекс качества
122.95,8.55,879.51,43.2,3.128,157.55,8.17,40.75,24.29
55.38,8.8,877.36,20.02,1.677,86.37,11.67,12.5,17.03
123.27,1.14,851.76,38.19,1.263,102.58,1.61,70.6,38.24
104.53,5.92,869.88,29.5,1.294,110.48,1.77,26.89,41.65
68.02,2.79,816.65,36.4,1.776,160.87,9.86,25.32,20.63
116.83,8.72,874.43,10.12,1.168,188.48,10.4,81.49,48.37
123.44,6.77,891.76,36.97,2.327,94.82,12.22,61.28,15.54
75.34,4.67,817.22,47.94,1.249,118.24,2.72,18.35,27.7
128.5,2.53,881.07,16.18,1.26,136.95,7.75,120.86,46.48
91.36,3.92,889.3,49.33,1.993,105.97,9.91,100.34,14.79
103.27,7.27,829.23,19.85,0.242,123.15,3.36,15.42,54.73
133.77,2.68,854.61,11.19,2.114,61.38,7.75,172.55,26.91
83.92,1.66,888.87,6.95,1.641,70.99,9.58,56.94,25.61
120.05,8.97,891.62,39.57,1.477,107.17,3.22,192.28,30.98
80.47,7.83,820.87,28.41,2.316,186.82,5.63,186.31,22.19
118.94,2.64,839.67,16.4,2.439,99.15,3.25,86.82,26.53
103.06,3.49,869.34,31.01,2.716,83.72,13.54,45.71,9.12
72.31,9.74,828.83,17.61,1.231,160.14,3.55,166.97,35.3
88.12,7.32,837.61,23.25,1.08,192.12,1.81,72.26,52.85
80.41,6.42,811.98,43.34,2.3,116.16,0.53,32.71,22.81
61.25,3.63,823.05,33.91,1.883,46.33,0.67,110.32,9.92
57.39,3.55,857.8,38.48,2.04,151.66,2.87,97.88,18.37
82.72,1.16,865.51,29.8,1.8,109.33,9.12,170.0,16.86
56.52,7.5,865.16,49.58,2.484,149.42,0.26,145.86,17.51
68.24,1.2,876.16,13.21,0.649,88.05,4.3,175.23,32.08
113.01,0.84,845.3,14.22,1.8,45.37,0.87,146.94,30.43
111.65,7.51,833.25,5.99,0.548,98.4,6.05,128.43,43.85
114.09,9.53,811.32,28.37,1.333,154.24,0.73,100.04,46.07
80.37,7.76,827.56,31.25,2.142,105.93,9.11,197.51,5.79
126.2,5.14,836.55,36.71,1.603,78.97,10.33,191.83,23.3
102.51,5.27,825.15,17.77,1.246,116.92,10.97,169.77,24.53
65.08,4.81,811.71,2.09,2.838,161.61,3.37,155.06,24.42
66.5,3.79,823.38,32.16,2.484,63.51,13.03,115.51,0.0
110.45,5.6,866.62,49.94,1.708,152.22,10.35,51.95,27.42
68.84,4.77,863.51,15.79,3.043,148.44,0.85,175.09,19.72
95.58,6.3,889.53,10.42,1.387,102.46,6.61,2.16,39.98
134.34,9.06,877.84,15.17,2.532,195.4,11.52,45.49,41.17
55.32,9.95,858.26,22.13,0.579,183.68,4.66,80.75,45.52
56.33,1.52,821.69,13.67,0.95,94.01,5.72,117.23,29.35
134.45,4.34,857.95,18.33,1.115,49.82,9.44,112.18,33.15
101.77,2.46,815.24,32.45,0.383,92.79,0.83,35.16,48.42
65.15,4.04,846.63,18.23,1.631,76.73,14.5,20.96,13.45
126.78,3.44,843.17,20.71,0.656,129.82,2.62,44.47,56.91
125.43,2.41,846.36,3.44,2.048,187.41,0.4,69.74,55.67
97.9,7.83,833.79,46.02,0.649,179.9,0.08,2.81,49.96
104.74,5.37,868.3,21.23,0.439,92.4,5.99,138.49,40.65
76.85,9.26,881.48,17.41,3.103,111.43,13.26,49.55,9.77
59.04,1.1,875.32,5.69,2.123,50.66,12.3,70.28,9.13
102.57,1.42,863.36,32.26,3.0,129.35,13.68,66.98,12.29
78.58,4.51,855.76,43.4,1.593,54.82,8.01,102.37,13.15
108.09,1.54,812.64,3.5,0.155,190.48,6.73,171.96,56.35
121.9,3.22,871.45,8.55,1.859,179.37,5.79,29.88,42.7
56.45,9.87,856.32,8.6,1.809,78.2,0.7,68.15,30.48
102.66,2.72,833.01,30.71,0.097,153.4,13.64,138.41,37.34
73.5,2.62,837.87,46.18,2.763,133.04,7.44,8.85,9.55
124.91,6.08,889.53,22.73,2.003,169.21,6.83,166.0,35.57
75.29,5.38,863.07,18.17,2.396,118.73,7.73,192.37,14.24
103.86,6.14,850.45,38.64,1.606,74.72,11.91,121.53,13.61
99.28,4.27,862.78,37.51,1.998,144.18,3.37,191.3,25.01
86.69,8.41,845.17,13.47,0.861,57.44,10.65,82.61,24.09
109.21,2.07,849.97,9.3,3.117,135.61,10.66,83.01,22.18
113.06,4.74,834.68,18.85,1.312,77.97,12.74,21.25,33.18
100.36,7.15,847.39,39.12,0.561,151.17,0.13,7.09,53.41
115.67,8.79,868.28,35.21,0.226,173.35,2.56,48.9,61.4
133.67,4.2,813.4,33.79,2.054,61.98,7.07,95.63,20.59
88.54,6.02,877.58,41.73,3.148,107.04,12.76,101.54,1.82
96.17,1.44,834.05,14.94,2.872,158.7,14.48,43.52,19.4
56.0,2.37,868.02,17.97,2.262,70.37,8.92,122.56,5.95
118.68,1.44,864.63,3.55,3.17,132.81,3.18,36.24,33.45
96.62,7.5,865.47,43.63,2.327,149.14,2.77,65.24,30.05
87.64,3.45,861.69,29.75,1.119,99.99,9.59,39.14,30.99
62.53,7.46,891.52,15.96,1.944,173.96,3.15,139.33,33.11
126.17,1.41,853.21,4.87,0.301,124.15,8.3,103.31,50.06
86.6,8.74,872.25,36.59,0.748,142.18,12.52,147.22,27.36
109.61,8.49,869.96,37.81,1.365,66.84,5.85,11.45,26.22
66.95,1.62,830.08,33.81,0.686,48.59,5.68,85.07,21.08
131.92,1.02,834.08,11.38,3.054,52.87,0.54,193.39,21.68
69.28,1.32,846.04,45.79,3.186,185.11,3.81,10.72,17.19
70.96,8.65,833.6,38.03,1.218,181.81,10.47,83.68,28.41
123.72,2.96,841.17,33.4,2.284,170.18,5.41,8.08,39.09
128.01,5.84,843.23,33.07,1.334,75.94,2.37,29.33,39.08
71.97,4.72,861.33,45.36,0.489,126.45,1.59,92.51,33.51
92.58,8.12,828.69,46.52,1.111,168.4,1.43,31.5,40.62
113.68,5.3,878.36,30.39,0.785,149.57,9.89,103.75,42.37
125.27,5.41,847.19,21.71,1.083,62.91,9.19,184.55,32.15
85.32,9.9,870.03,19.14,0.727,183.81,7.78,40.08,47.03
96.36,2.18,816.92,41.23,0.404,69.91,7.5,21.44,31.99
114.34,8.44,849.95,32.76,0.735,71.63,2.3,165.06,37.84
113.49,1.28,812.4,5.25,2.903,184.66,7.51,92.05,32.08
117.64,5.19,867.45,8.4,0.318,120.12,0.9,176.52,58.28
100.59,8.95,839.22,45.16,1.073,102.8,13.89,61.22,23.87
63.37,6.92,890.69,44.4,1.715,130.82,0.87,125.51,28.2
127.32,7.1,837.55,47.66,1.167,197.12,6.35,184.66,41.82
124.25,3.22,857.92,22.25,1.68,63.54,0.01,34.34,44.78
118.85,4.65,831.88,39.53,0.187,162.33,11.79,160.15,39.06
62.99,4.17,862.71,41.67,2.093,96.82,2.49,126.3,19.52
71.35,5.6,849.7,16.81,1.825,63.14,13.87,162.59,8.47
114.49,5.05,841.5,8.55,2.195,110.4,0.66,34.14,43.6
56.85,3.81,827.31,49.86,1.837,130.06,12.31,86.82,5.52
133.34,3.61,819.48,2.97,1.429,76.92,9.85,25.77,40.11
85.17,3.11,820.19,30.47,1.153,107.82,3.75,192.02,30.01
112.55,4.16,894.92,33.04,0.763,143.53,3.04,12.54,49.07
126.01,2.18,845.05,34.57,1.625,134.35,5.37,13.1,39.46
86.57,8.82,810.16,13.9,0.132,157.09,12.43,179.63,32.59
80.53,6.34,891.0,36.5,1.084,174.64,12.93,60.15,31.35
103.7,2.03,811.7,12.0,2.185,108.42,2.63,119.4,27.64
101.48,7.18,845.58,41.71,0.392,110.56,5.3,57.5,38.86
87.73,8.6,870.99,12.13,0.248,121.99,3.56,129.75,55.13
103.14,2.99,887.74,35.29,2.104,132.78,1.84,38.49,39.17
129.83,2.19,870.6,39.5,1.303,61.79,9.7,91.77,22.72
92.41,0.88,849.41,10.66,2.576,93.46,5.19,106.7,22.88
70.74,1.23,892.83,13.04,3.003,71.64,3.38,66.73,16.92
85.18,7.81,813.34,39.29,3.065,104.81,12.99,50.34,0.0
86.53,9.88,893.89,5.67,1.391,195.87,11.22,28.04,45.34
65.49,1.21,882.2,10.75,0.883,135.32,11.61,141.23,30.96
68.03,7.68,888.96,23.59,1.967,111.55,0.59,33.66,27.23
109.76,1.46,831.66,46.61,2.029,132.72,13.73,58.43,14.61
82.16,6.25,822.11,28.75,2.01,148.71,8.62,67.38,23.59
131.39,7.76,866.38,20.3,1.064,112.42,7.56,90.87,43.32
74.49,4.1,853.85,48.95,0.251,114.4,0.16,140.51,34.27
62.91,0.9,854.47,23.99,0.712,153.72,13.46,85.59,26.82
115.28,6.28,888.59,22.54,0.536,54.43,8.16,174.22,33.26
125.48,9.92,862.71,21.46,0.44,128.71,12.38,135.96,44.41
77.25,3.17,836.44,16.64,2.968,129.84,9.83,167.7,9.1
71.17,2.54,844.01,17.3,0.094,162.3,11.95,143.27,42.37
69.86,1.94,821.35,34.86,1.946,197.31,10.39,29.73,23.45
96.76,5.91,826.35,3.48,3.035,168.34,13.81,195.59,16.12
92.47,6.29,822.18,34.57,1.184,123.09,3.38,157.32,29.6
75.76,8.09,878.87,11.26,1.71,71.27,3.03,114.54,28.0
58.61,7.73,869.91,20.13,2.242,136.18,10.69,33.05,16.1
93.52,9.01,855.08,8.61,1.049,174.32,7.52,34.54,52.75
131.75,8.21,841.82,28.31,1.555,189.52,8.99,122.87,37.96
107.2,3.07,866.82,36.87,2.624,172.92,10.63,83.24,27.39
94.64,5.91,879.1,18.7,2.398,74.29,8.21,135.17,16.17
63.86,3.54,884.9,9.43,2.597,155.45,11.82,74.49,20.57
75.19,3.83,856.5,12.49,3.16,181.42,4.78,102.57,27.38
78.58,9.37,879.69,41.18,1.217,150.56,12.88,37.59,28.2
116.18,7.07,853.46,14.48,2.403,151.29,1.62,31.04,40.14
125.14,9.77,850.34,39.07,1.949,122.53,9.51,15.13,30.93
127.13,4.64,883.56,17.56,2.15,143.73,13.35,163.93,32.89
133.77,5.74,842.84,10.65,2.381,90.63,3.79,111.08,30.89
133.59,5.28,843.65,36.77,2.412,58.77,4.9,189.43,22.3
131.24,1.79,835.92,24.22,2.84,173.3,4.58,149.9,33.33
60.75,2.98,854.09,3.02,1.15,191.19,8.46,153.75,36.58
66.02,5.65,856.31,48.06,2.108,177.81,6.19,101.81,17.82
79.36,1.42,866.14,8.67,0.933,96.76,1.62,163.09,37.16
99.23,9.37,846.59,18.64,1.923,59.5,13.37,188.41,5.25
62.76,1.94,828.52,20.16,2.416,88.42,3.07,144.35,11.91
122.66,2.62,883.68,25.24,2.542,175.64,8.01,21.12,36.45
104.34,7.84,839.41,39.59,1.373,146.65,8.92,130.2,26.12
98.39,1.69,888.45,1.8,1.652,194.84,0.61,24.09,59.4
68.22,9.08,827.63,46.72,1.102,98.12,1.44,15.44,26.82
75.26,7.48,857.6,32.83,0.582,130.48,14.58,138.58,22.48
67.82,1.43,855.61,47.61,0.871,167.46,9.97,166.96,23.38
123.15,7.16,880.44,41.14,2.923,81.27,0.5,31.77,25.42
101.74,6.61,821.8,46.5,1.023,194.43,11.91,14.83,36.46
113.81,7.77,887.34,30.65,3.12,136.82,7.63,177.3,15.7
78.68,8.42,855.17,18.83,0.811,46.22,1.13,26.44,35.09
84.7,7.41,859.82,22.98,2.328,48.9,10.21,7.02,11.76
87.39,6.19,853.36,33.41,1.858,181.74,7.49,144.21,25.63
115.8,3.77,813.06,22.21,2.245,145.02,3.07,169.54,30.52
116.79,7.21,852.25,36.99,2.078,163.28,13.17,102.89,26.25
71.55,9.6,832.4,5.95,2.276,166.52,4.37,107.99,31.99
130.32,6.21,839.13,41.75,2.902,110.17,4.27,67.37,21.69
64.65,6.91,865.17,11.4,1.825,168.78,4.09,47.69,38.15
126.69,4.82,852.3,47.28,0.264,190.32,11.51,151.05,42.3
63.03,7.76,817.92,9.04,0.903,71.69,10.59,169.86,16.12
76.16,9.98,816.21,7.76,2.281,163.44,13.55,64.25,20.84
122.72,2.28,825.78,40.88,1.606,92.71,3.44,54.76,35.37
69.36,2.66,826.23,41.21,1.778,94.83,11.8,53.56,9.73
88.09,5.76,861.71,37.33,1.929,108.98,8.6,10.12,21.27
90.99,5.23,825.11,48.09,1.255,178.88,4.63,56.22,39.63
74.62,6.06,884.95,14.62,2.488,48.42,0.53,5.13,21.69
111.82,1.25,827.83,41.59,2.329,112.26,12.28,157.68,16.55
123.11,4.52,817.75,18.57,2.3,150.41,3.62,51.19,37.14
124.97,6.16,884.44,27.56,2.303,62.11,9.48,138.03,15.69
82.15,6.18,835.1,23.11,2.855,167.8,8.23,108.64,18.2
97.47,6.85,846.16,1.78,1.925,190.99,0.07,167.49,46.36
74.87,7.43,891.52,29.36,3.096,59.09,14.92,192.08,0.0
74.58,6.7,890.27,37.75,0.425,68.71,12.21,73.46,29.34
67.9,8.07,870.77,9.97,2.041,195.99,7.3,17.67,37.81
130.2,6.55,815.86,46.69,2.308,75.67,10.21,149.93,12.18
126.04,5.75,860.43,27.22,1.553,57.24,7.15,4.26,30.59
117.19,6.38,894.07,10.14,0.958,192.59,11.17,44.59,52.04
96.41,1.73,890.49,32.83,1.783,183.36,2.01,10.65,47.34
94.25,3.31,819.01,10.81,1.199,146.64,6.7,179.63,31.56
97.38,5.65,843.66,4.58,2.914,130.47,5.03,1.06,27.14
97.93,8.83,836.82,34.74,1.174,187.48,6.89,98.55,38.7
89.77,7.05,821.03,6.87,0.603,146.61,6.76,84.8,48.72
65.54,1.63,869.06,6.65,1.866,147.05,2.15,130.55,32.85
65.05,6.25,833.28,37.39,1.297,175.77,14.65,57.95,22.61
131.18,2.84,839.31,4.18,0.352,146.25,0.23,174.74,62.12
93.56,7.55,817.68,40.77,1.829,123.07,0.15,146.87,29.84
131.26,8.41,852.33,40.11,1.744,105.41,5.6,86.46,27.78
68.09,6.26,823.44,8.36,0.596,122.99,9.31,71.61,36.85
99.35,6.24,846.73,26.64,1.933,125.98,2.69,163.18,28.73
71.62,3.92,822.18,6.19,1.837,100.93,8.0,151.41,22.23
75.25,4.91,891.08,32.18,2.487,114.46,10.84,79.8,10.16
57.4,8.75,822.32,4.55,1.189,169.29,1.41,68.27,42.93
64.52,7.45,854.36,47.31,0.834,109.56,14.77,7.78,17.15
128.35,5.58,826.74,11.57,3.046,48.96,5.05,16.34,19.01
80.72,4.19,816.49,34.62,1.818,88.87,9.64,10.78,12.91
103.65,1.26,827.2,7.72,0.135,80.92,1.66,4.88,51.73
92.2,2.12,814.66,11.67,2.635,168.01,10.64,30.57,25.92
87.04,2.58,821.85,23.37,0.67,114.64,12.61,171.43,23.59
97.55,4.24,851.95,29.3,2.526,88.45,1.58,159.63,18.38
69.98,9.49,865.4,49.94,2.271,170.66,1.89,169.11,15.7
134.09,5.45,817.42,2.76,3.102,47.98,4.22,124.76,19.78
120.46,2.96,847.49,1.52,3.092,72.01,0.18,124.81,29.78
114.33,1.77,859.41,18.49,0.914,173.18,14.79,24.79,45.24
92.5,3.91,829.91,19.26,2.464,130.35,8.98,139.79,18.28
67.23,8.3,841.63,44.37,1.048,164.92,9.11,56.01,28.25
128.65,4.33,816.11,45.76,2.032,174.92,14.38,103.85,21.65
82.31,7.91,828.71,44.21,1.933,191.0,12.48,190.94,20.3
59.01,8.18,849.67,8.44,0.222,54.83,12.21,174.12,26.86
82.39,1.82,894.19,21.49,0.066,168.88,5.09,46.64,55.06
118.56,6.4,894.68,37.68,0.232,154.86,5.02,147.33,57.22
104.82,9.62,893.27,16.66,0.453,77.09,4.38,20.82,45.4
115.07,4.5,845.96,33.67,0.862,189.41,5.2,5.35,49.53
118.49,1.27,816.86,13.0,2.907,107.65,5.54,5.63,25.52
71.96,9.29,837.5,17.19,1.684,182.58,2.1,34.05,40.38
128.9,8.93,830.21,43.23,2.56,138.79,5.34,138.99,29.8
90.04,5.6,811.2,13.65,2.691,126.65,6.7,72.66,20.44
106.12,5.88,818.09,48.27,2.365,69.73,4.64,3.19,13.92
55.18,2.75,848.52,16.35,1.283,186.72,2.48,197.6,33.17
134.47,8.34,838.87,2.64,2.771,131.28,5.6,106.68,37.92
77.47,5.39,825.33,13.86,2.387,45.94,7.21,78.78,13.1
59.97,1.11,870.87,9.8,2.391,47.83,10.81,103.77,4.21
91.66,7.08,840.35,26.08,2.89,165.53,10.67,103.99,12.33
65.32,9.54,882.41,6.97,1.936,70.1,3.04,94.05,21.31
67.19,8.43,830.48,31.86,1.715,137.8,0.55,122.59,31.77
105.58,3.35,855.76,43.93,2.854,150.57,4.56,177.13,19.77
86.43,1.29,825.65,19.08,1.482,88.3,2.36,60.34,31.49
128.75,9.45,852.1,9.67,2.606,133.24,5.94,97.39,39.0
80.53,9.42,822.96,20.9,0.22,82.24,14.69,0.73,34.3
113.09,5.7,823.73,39.62,0.054,191.68,2.72,171.96,53.39
91.89,6.71,862.04,30.19,1.714,178.33,4.78,61.18,37.98
107.8,5.06,832.42,6.41,0.282,89.65,10.88,54.26,40.9
102.98,4.66,824.65,27.55,3.126,126.97,7.64,199.51,9.86
92.82,1.9,889.03,24.2,0.067,122.6,0.66,116.88,48.25
131.0,1.69,813.66,17.36,2.312,193.8,2.43,24.61,44.46
82.42,2.94,858.04,6.84,0.817,106.07,14.03,53.1,27.26
69.18,8.5,856.6,49.08,3.098,132.15,1.55,70.65,14.21
109.25,2.14,831.3,10.04,1.252,188.95,9.53,197.21,37.16
122.68,2.89,848.49,10.85,0.136,70.24,11.88,86.12,46.54
58.22,5.85,817.46,8.56,0.135,130.33,3.98,46.03,42.87
90.97,2.78,871.31,29.15,1.793,61.38,10.88,113.95,18.15
126.4,2.3,828.84,23.02,3.158,140.71,2.55,80.95,28.11
114.97,5.98,826.44,13.6,3.136,101.68,4.27,10.99,21.15
134.34,4.19,836.76,22.33,1.112,194.98,4.68,172.18,55.07
97.51,6.56,886.7,34.17,1.571,109.39,14.95,3.14,26.43
107.8,9.19,877.7,15.16,0.366,66.11,3.22,179.7,39.45
79.2,2.19,890.49,45.89,1.695,174.27,1.94,158.37,30.33
130.8,9.2,865.42,16.36,1.939,172.23,13.89,15.16,37.26
84.31,9.1,866.35,11.11,0.841,152.7,2.43,144.72,45.82
114.08,8.43,850.8,47.8,1.978,161.07,13.19,154.19,19.96
87.25,6.61,886.94,40.81,2.884,86.03,9.76,120.46,3.44
99.95,6.51,853.42,18.14,0.053,144.52,8.65,115.53,43.15
112.58,6.68,840.18,42.31,0.771,50.89,11.27,9.94,23.94
95.71,7.15,864.43,26.66,0.711,75.52,10.89,11.9,33.15
127.57,0.95,856.42,18.32,0.44,189.5,1.66,145.46,62.02
88.54,9.61,820.54,42.22,0.573,159.58,14.99,21.11,29.8
106.77,6.19,843.38,37.98,2.022,80.75,14.13,48.37,10.48
82.39,7.99,836.63,15.95,0.373,62.26,13.45,99.77,23.7
87.65,4.27,881.98,30.92,2.376,192.08,9.33,32.83,33.03
90.2,0.91,842.2,19.42,2.844,62.39,7.84,157.97,3.79
65.06,5.49,879.83,1.55,2.969,84.85,8.04,161.48,11.16
62.34,5.47,847.6,48.15,2.13,73.31,0.22,168.43,9.02
108.4,4.82,874.05,28.16,0.672,46.16,7.49,9.91,35.23
107.44,3.93,821.5,30.52,0.319,93.69,9.36,85.57,33.74
108.03,3.1,888.6,30.59,0.781,196.0,9.88,169.38,43.14
56.58,5.65,850.85,28.21,3.08,98.0,4.98,72.64,6.14
81.12,4.25,832.08,15.57,3.081,123.17,7.07,139.16,11.16
70.82,9.72,830.53,48.62,1.253,160.62,9.54,117.85,22.06
117.25,2.39,832.53,31.65,1.076,130.42,6.42,69.44,40.56
123.85,3.74,841.17,34.04,1.657,160.26,14.43,55.28,36.19
74.73,3.5,870.99,23.56,0.969,147.55,10.58,130.55,31.18
108.43,5.8,890.72,15.46,3.136,139.33,0.02,26.72,30.48
65.35,5.39,866.87,4.62,0.747,145.7,0.35,172.02,47.88
77.01,6.72,856.51,18.49,1.213,168.87,10.35,115.29,32.48
66.09,9.54,848.13,10.04,1.403,155.08,6.19,22.3,42.27
77.68,3.42,880.4,33.61,0.444,167.73,12.59,140.71,37.45
108.98,7.17,882.22,44.13,1.256,67.57,2.6,86.22,28.99
127.83,1.03,834.91,16.18,2.749,150.04,0.21,40.82,42.64
71.2,3.21,891.04,17.64,0.492,159.24,5.82,192.21,39.69
98.37,5.07,843.58,34.01,1.89,91.49,11.04,143.93,14.31
111.11,1.09,878.01,8.74,1.331,180.56,14.58,118.6,41.61
131.23,6.48,892.18,46.58,0.587,92.23,13.25,169.77,32.23
103.8,7.04,869.81,19.15,0.089,82.79,7.26,108.77,44.76
75.41,7.67,823.73,6.41,0.911,179.4,12.19,88.29,37.86
105.04,5.55,859.82,9.97,0.245,83.29,1.05,37.89,59.31
80.64,6.36,820.1,46.74,1.237,109.4,8.58,30.68,20.52
133.09,4.44,877.08,13.49,2.602,102.03,13.86,86.39,19.15
86.97,1.18,833.91,33.62,2.317,184.2,5.95,91.19,23.6
109.83,1.72,869.09,9.07,3.034,115.56,14.4,146.66,17.22
56.86,6.83,887.36,10.91,1.395,152.62,3.31,88.42,37.01
87.0,9.96,825.39,44.14,2.28,168.08,1.58,118.63,26.12
125.01,0.95,843.39,8.68,2.146,142.33,7.87,166.5,32.65
103.82,5.93,865.01,2.41,0.734,191.27,13.61,198.67,43.23
90.52,7.71,845.67,25.81,1.006,169.39,4.67,64.51,41.72
129.87,8.41,824.86,43.34,1.719,107.03,12.0,180.39,19.99
123.32,5.82,812.47,17.31,2.559,192.38,2.54,161.21,38.09
80.78,6.5,844.56,7.72,1.505,126.31,11.18,13.6,32.18
98.56,7.21,865.18,49.14,0.767,48.5,8.36,66.83,23.15
94.19,8.7,858.79,34.32,3.179,85.3,2.63,43.81,13.2
105.58,1.93,823.28,42.76,0.414,141.37,10.77,132.88,30.02
81.73,9.32,848.31,37.98,3.061,69.31,10.71,111.06,0.0
74.54,1.04,841.41,35.36,2.598,135.53,7.73,98.97,20.57
128.01,8.49,833.31,20.15,2.693,101.05,3.38,152.71,29.58
128.91,1.51,871.99,17.23,2.554,127.83,1.98,66.66,41.96
122.47,2.59,836.32,36.27,0.706,45.29,14.36,76.55,21.21
133.26,0.84,855.91,36.26,2.043,176.51,9.84,173.13,31.75
114.6,4.9,888.47,47.6,2.434,101.1,12.14,194.44,7.13
116.17,3.88,855.84,29.08,2.399,66.72,10.45,155.27,9.07
116.01,2.33,862.45,15.79,0.905,112.88,12.44,43.41,37.37
93.45,4.95,816.23,25.24,0.621,120.36,2.44,22.53,47.76
91.52,4.5,825.14,31.27,1.084,143.8,7.45,41.84,37.23
74.22,7.86,818.58,22.2,1.562,126.31,10.01,84.55,19.78
106.59,9.02,875.01,39.87,1.857,51.75,1.55,47.34,24.7
78.15,6.8,881.05,29.85,2.686,180.08,2.25,180.21,26.94
75.62,1.94,825.85,1.96,2.472,115.76,9.51,134.14,15.66
101.88,3.52,828.64,29.14,2.18,56.93,13.03,83.35,8.88
87.8,9.2,837.47,32.23,0.88,164.79,9.91,54.76,37.11
72.51,1.62,860.24,45.89,1.558,147.32,0.54,76.13,31.77
120.28,4.54,862.85,21.57,1.107,145.66,14.56,95.21,36.77
123.85,9.47,868.37,29.36,0.79,111.17,2.09,142.76,43.71
68.42,9.55,886.94,24.54,0.082,108.63,3.49,17.87,43.91
55.6,4.58,835.08,27.29,1.119,128.13,14.62,169.77,10.63
81.89,6.94,865.99,4.76,0.857,52.84,11.57,25.51,25.04
118.8,5.0,857.58,45.02,1.851,91.34,14.05,52.49,16.82
122.13,7.73,836.0,45.65,0.246,198.12,12.1,198.72,44.06
66.07,1.09,887.13,28.08,0.902,147.64,9.78,38.04,29.9
116.95,2.13,818.12,28.49,0.191,109.93,4.27,20.23,50.28
64.26,6.45,870.52,4.29,2.07,79.47,4.9,127.68,22.55
86.21,2.94,871.87,30.5,1.84,160.51,14.21,78.63,18.01
134.89,6.93,887.8,22.31,1.113,85.34,12.91,18.37,36.7
70.41,4.03,854.08,35.89,0.514,70.17,5.39,0.75,34.51
67.32,8.96,837.34,3.79,3.067,68.95,5.6,15.83,14.0
88.82,8.34,880.36,35.98,1.891,158.04,4.47,104.55,26.27
104.57,5.33,875.52,15.41,2.189,144.64,4.89,46.18,38.86
129.63,7.91,852.53,33.11,1.724,55.82,12.91,155.51,14.44
133.47,3.29,875.27,31.92,2.591,62.83,0.16,171.5,26.41
60.57,5.35,832.77,12.5,2.874,143.25,6.54,28.97,16.68
66.04,2.62,860.11,22.86,1.256,133.52,14.14,67.4,22.15
118.26,8.72,883.54,42.03,2.224,151.33,8.14,29.31,29.48
76.65,8.37,837.03,30.87,0.774,72.6,6.76,57.34,26.41
125.79,9.1,851.1,4.83,2.103,157.62,4.69,47.84,44.87
108.08,8.87,890.84,22.98,1.307,190.09,1.11,157.37,50.07
63.95,9.63,877.85,16.62,0.071,138.16,3.37,69.1,45.15
121.6,2.9,885.4,32.62,3.06,75.4,1.36,99.11,22.36
69.11,9.37,842.75,31.31,2.786,150.33,1.9,134.78,18.58
88.88,6.06,894.7,2.0,0.966,98.18,2.45,164.45,37.96
99.17,4.69,822.97,30.97,3.193,52.64,4.53,60.24,9.86
95.06,5.96,854.1,37.14,1.049,91.86,0.17,41.84,36.87
109.89,3.95,850.74,38.78,1.495,185.37,14.25,195.69,26.62
107.21,3.45,877.87,4.36,2.731,108.73,1.86,64.03,35.72
134.36,3.02,887.23,16.23,1.009,179.02,5.75,134.21,56.16
134.95,1.56,872.15,21.93,1.469,123.84,13.19,135.57,36.25
96.32,5.37,863.28,10.22,2.147,125.13,1.6,102.81,34.73
62.62,8.97,846.33,21.91,0.461,45.81,7.25,45.69,28.28
113.23,6.6,853.38,4.95,1.38,143.75,12.67,28.29,40.97
133.13,5.59,853.29,6.99,1.025,61.71,8.35,97.4,40.44
80.47,4.74,811.73,33.93,2.182,119.21,3.16,102.19,20.98
91.9,5.07,852.76,14.23,0.478,85.35,11.03,154.67,34.17
88.98,2.73,882.76,36.0,0.783,105.82,10.22,141.97,28.8
59.11,8.37,870.29,3.83,2.291,128.25,5.43,182.41,19.95
108.78,2.63,877.64,28.79,0.542,47.24,0.69,194.17,34.58
83.27,7.39,843.19,20.49,1.379,89.11,0.12,145.57,31.12
118.0,7.79,854.96,40.15,2.296,198.39,12.38,15.3,29.29
121.57,6.09,812.85,39.52,2.461,53.9,4.82,81.02,12.74
120.7,8.74,842.55,19.71,0.349,94.51,2.07,121.76,43.64
88.33,3.48,850.33,31.7,2.734,94.82,7.78,118.04,6.25
80.72,8.91,831.69,12.54,2.331,103.8,13.81,36.29,19.48
114.91,7.51,812.66,29.65,1.119,151.14,0.13,116.59,44.16
119.11,8.15,868.68,5.44,2.456,83.4,0.84,69.94,40.63
94.3,6.91,846.98,22.58,2.344,116.34,6.26,67.79,25.01
126.44,8.59,845.33,10.36,1.943,144.95,10.14,166.8,33.59
66.51,9.94,831.25,44.34,1.809,94.96,7.14,84.39,7.92
125.33,4.67,855.72,23.08,2.364,192.06,13.46,105.48,31.36
62.69,8.29,847.23,30.15,3.198,196.85,0.66,112.57,26.39
67.28,7.65,850.29,18.98,1.872,63.55,5.1,112.6,20.22
97.71,4.97,859.37,15.5,2.597,98.29,5.27,42.62,25.38
60.4,9.33,810.54,11.34,2.394,77.24,5.1,119.89,8.62
59.22,4.43,887.15,45.73,2.746,73.95,7.32,66.92,0.0
55.04,6.0,816.04,40.27,3.057,121.1,11.86,131.0,0.0
89.91,1.77,848.33,7.96,0.658,132.39,4.77,29.14,51.68
116.97,2.88,827.63,37.72,0.571,110.98,11.17,198.82,33.37
